1,1,1,1.5,1,33.4850823279196,3.76109417458653,109.930394740886,48.3745078428286,8
1,1,1,5.5,2,37.4720424516241,3.85247419933296,81.7891925282269,25.7802805197877,8
1,1,2,2,1,40.7758485347088,3.13803195080521,118.081576010206,40.9528968045752,8
1,1,2,6,2,38.3479616041597,4.07178801412994,63.5702824610357,30.7559857825996,8
1,1,3,2,1,46.8499237056004,3.2860056020365,131.339575012697,39.8992938262161,6
1,1,3,5,2,48.2900674806945,3.95417793256853,125.637007334537,29.9111202860837,6
1,1,4,2,1,46.8499237056004,3.2860056020365,131.339575012697,39.8992938262161,6
1,1,4,5,2,48.2900674806945,3.95417793256853,125.637007334537,29.9111202860837,6
1,2,1,2.5,1,50.5961766092897,3.62734056103633,131.209658594796,40.4160971813173,10
1,2,1,7.5,2,41.2287738057523,6.15652201352907,115.829032821193,30.8721882083996,10
1,2,2,2,1,53.6638953314556,3.81862313050271,155.05673995072,44.3958675847104,9
1,2,2,6.5,2,44.5301078610305,5.98819204378815,82.521745896108,42.0960489541286,9
1,2,3,2.5,1,59.3291795950542,4.86948419768762,162.25904295545,39.3297368060144,10
1,2,3,7.5,2,45.8141279533486,6.96679484832418,77.7154279184412,35.6836971243003,10
1,2,4,2.5,1,49.7583825749324,4.16645825598453,128.468382191531,44.8589195007973,9
1,2,4,7,2,42.0945181785755,5.5321575532577,69.5870394079969,30.3787983058394,9
1,3,1,2.5,1,54.9621544959526,4.8879303128524,114.94071197348,38.8159478715879,10
1,3,1,7.5,2,39.6273807967134,5.00741519570419,82.0962886208912,41.5499193748016,10
1,3,2,2.5,1,59.6914605788994,4.9696231325486,140.594574195759,43.8979486916509,9
1,3,2,7,2,45.1441525498041,5.8647379004606,93.4853464469351,37.6946344117122,9
1,3,3,2.5,1,64.8882278239038,5.74262170874076,138.458373408936,42.0072731855182,11
1,3,3,8,2,47.538034249187,7.34508699120495,99.1298947267014,45.6005607047811,11
1,3,4,3,1,59.9565702176698,4.43403728270773,129.96083791485,41.6002982399346,12
1,3,4,9,2,40.4027455208154,6.56767842740501,63.3760437131868,43.374912292213,12
1,4,1,2,1,52.6493350873177,4.66294336950253,113.61815823897,41.6656198322604,10
1,4,1,7,2,41.2173945023551,5.30632295341145,91.6214258554326,52.2890816913101,10
1,4,2,2.5,1,55.0255141122658,4.94655652079542,135.721006962597,45.1431311612567,9
1,4,2,7,2,41.9821946573979,6.59822616254853,75.8079655985461,50.9890802076988,9
1,4,3,2,1,44.0450143219987,4.79516072634712,124.923230202029,56.6634114007532,9
1,4,3,6.5,2,53.2131131071731,4.73824013517921,115.131781015498,53.0760358493226,9
1,4,4,2.5,1,58.6912709039408,4.64334675963725,135.161261063492,43.3680397146923,10
1,4,4,7.5,2,46.3952701695944,6.53924849961033,83.4704207627138,58.23404443895,10
1,5,1,1.5,1,51.8238572193542,4.51140650930471,136.388538711323,46.476319260979,9
1,5,1,6,2,41.6712561882397,5.34212648272001,93.5395515411902,58.9032235760547,9
1,5,2,2,1,65.4764757663045,5.91403206124178,172.701316009828,43.0744152555974,11
1,5,2,7.5,2,46.7123987062291,6.4517668381298,94.1676229701988,62.2215620112021,11
1,5,3,2,1,51.6952967692525,4.49403915720668,129.167065939316,51.095498434653,10
1,5,3,7,2,48.9146090776233,5.4814767883896,106.127041857005,61.8217502480515,10
1,5,4,2.5,1,57.8272222989663,4.00084787320228,142.789586494826,45.9189797648897,10
1,5,4,7.5,2,31.8791274836892,6.44876706611299,63.9499219332145,58.6153112710096,10
2,1,1,1.5,1,18.7172481546909,6.45775044833572,177.048788842663,24.5441965033478,8
2,1,1,5.5,2,38.7959160200838,5.11898376216787,155.014522824088,36.3224213709504,8
2,1,2,2,1,30.5974825739023,2.73029264992431,114.885990734388,31.9448299615003,9
2,1,2,6.5,2,47.5613955290317,5.75600443931472,134.460143631968,33.8914168605716,9
2,1,3,2,1,30.5974825739023,2.73029264992431,114.885990734388,31.9448299615003,9
2,1,3,6.5,2,47.5613955290317,5.75600443931472,134.460143631968,33.8914168605716,9
2,1,4,2.5,1,28.2090905424511,4.75726724899235,106.896923789667,44.4397063365161,10
2,1,4,7.5,2,44.3114284578291,5.72434110989368,125.900456937841,44.631033322361,10
2,2,1,2,1,58.6116289182769,5.11338731655557,149.197607719338,40.3350296708415,9
2,2,1,6.5,2,53.4888861138469,5.51064843480389,137.974004908147,32.7953003949961,9
2,2,2,2.5,1,58.1536943684854,4.44278643064453,149.286605036316,47.2202378007827,10
2,2,2,7.5,2,53.0035327366313,5.75065341362362,136.169746174992,35.3782242364139,10
