 -0.907 -19.537  15.684  -0.691 -19.638  15.641  -1.077 -19.724  15.965   1.000   1.000
 -0.691 -19.638  15.650  -1.077 -19.724  15.965  -0.459 -19.968  16.001   1.000   1.000
 -0.687 -19.513  16.014  -0.339 -19.509  16.068  -0.662 -19.426  16.267   1.000   1.000
 -0.687 -19.513  16.014  -0.662 -19.426  16.267  -1.155 -19.731  16.250   1.000   1.000
 -1.077 -19.724  15.974  -0.459 -19.968  16.001  -0.564 -19.921  16.214   1.000   1.000
 -1.077 -19.724  15.974  -1.155 -19.731  16.250  -0.564 -19.921  16.214   1.000   1.000
 -1.077 -19.724  15.974  -1.155 -19.731  16.250  -1.614 -19.430  16.289   1.000   1.000
 -0.459 -19.968  16.010  -0.564 -19.921  16.214  -0.511 -20.192  16.326   1.000   1.000
 -0.662 -19.426  16.275  -1.155 -19.731  16.250  -1.143 -19.406  16.467   1.000   1.000
 -0.662 -19.426  16.275  -1.143 -19.406  16.467  -0.801 -19.342  16.529   1.000   1.000
 -1.155 -19.731  16.259  -0.564 -19.921  16.214  -1.095 -19.854  16.564   1.000   1.000
 -1.155 -19.731  16.259  -1.143 -19.406  16.467  -1.128 -19.668  16.555   1.000   1.000
 -1.155 -19.731  16.259  -1.128 -19.668  16.555  -1.095 -19.854  16.564   1.000   1.000
 -1.155 -19.731  16.259  -1.614 -19.430  16.289  -1.389 -19.756  16.627   1.000   1.000
 -0.564 -19.921  16.223  -1.095 -19.854  16.564  -0.561 -19.947  16.562   1.000   1.000
 -0.564 -19.921  16.223  -0.511 -20.192  16.326  -0.500 -20.173  16.443   1.000   1.000
 -0.564 -19.921  16.223  -0.561 -19.947  16.562  -0.500 -20.173  16.443   1.000   1.000
 -1.143 -19.406  16.476  -0.801 -19.342  16.529  -0.992 -19.430  16.789   1.000   1.000
 -1.143 -19.406  16.476  -1.128 -19.668  16.555  -0.992 -19.430  16.789   1.000   1.000
 -1.128 -19.668  16.564  -1.095 -19.854  16.564  -1.389 -19.756  16.627   1.000   1.000
 -1.128 -19.668  16.564  -0.992 -19.430  16.789  -1.234 -19.743  16.764   1.000   1.000
 -1.095 -19.854  16.573  -0.561 -19.947  16.562  -0.948 -19.842  16.848   1.000   1.000
 -1.095 -19.854  16.573  -1.234 -19.743  16.764  -0.948 -19.842  16.848   1.000   1.000
 -1.095 -19.854  16.573  -1.234 -19.743  16.764  -1.389 -19.756  16.627   1.000   1.000
 -0.561 -19.947  16.571  -0.500 -20.173  16.443  -0.506 -19.957  16.839   1.000   1.000
 -0.561 -19.947  16.571  -0.948 -19.842  16.848  -0.506 -19.957  16.839   1.000   1.000
 -0.992 -19.430  16.798  -1.234 -19.743  16.764  -1.107 -19.439  17.111   1.000   1.000
 -1.234 -19.743  16.774  -0.948 -19.842  16.848  -1.481 -19.681  17.112   1.000   1.000
 -1.234 -19.743  16.774  -1.389 -19.756  16.627  -1.481 -19.681  17.112   1.000   1.000
 -0.948 -19.842  16.856  -0.506 -19.957  16.839  -0.598 -19.998  17.006   1.000   1.000
 -0.948 -19.842  16.856  -0.598 -19.998  17.006  -0.878 -19.831  17.072   1.000   1.000
 -0.948 -19.842  16.856  -0.878 -19.831  17.072  -1.481 -19.681  17.112   1.000   1.000
 -0.598 -19.998  17.016  -0.878 -19.831  17.072  -0.589 -19.852  17.318   1.000   1.000
 -0.878 -19.831  17.080  -1.107 -19.439  17.111  -0.776 -19.510  17.127   1.000   1.000
 -0.878 -19.831  17.080  -1.107 -19.439  17.111  -1.481 -19.681  17.112   1.000   1.000
 -0.878 -19.831  17.080  -0.776 -19.510  17.127  -0.589 -19.852  17.318   1.000   1.000
 -1.107 -19.439  17.120  -0.776 -19.510  17.127  -0.792 -19.496  17.363   1.000   1.000
 -1.107 -19.439  17.120  -0.792 -19.496  17.363  -1.241 -19.383  17.350   1.000   1.000
 -1.107 -19.439  17.120  -1.241 -19.383  17.350  -1.481 -19.681  17.112   1.000   1.000
 -0.776 -19.510  17.137  -0.589 -19.852  17.318  -0.792 -19.496  17.363   1.000   1.000
 -0.589 -19.852  17.327  -0.792 -19.496  17.363  -0.790 -19.464  17.618   1.000   1.000
 -0.589 -19.852  17.327  -1.065 -19.580  17.385  -1.098 -19.829  17.664   1.000   1.000
 -0.589 -19.852  17.327  -0.790 -19.464  17.618  -0.473 -19.925  17.632   1.000   1.000
 -0.792 -19.496  17.372  -1.241 -19.383  17.350  -1.067 -19.337  17.571   1.000   1.000
 -0.792 -19.496  17.372  -1.067 -19.337  17.571  -0.790 -19.464  17.618   1.000   1.000
 -1.241 -19.383  17.359  -1.065 -19.580  17.385  -1.459 -19.674  17.423   1.000   1.000
 -1.241 -19.383  17.359  -1.152 -19.161  17.506  -1.067 -19.337  17.571   1.000   1.000
 -1.241 -19.383  17.359  -1.481 -19.681  17.112  -1.459 -19.674  17.423   1.000   1.000
 -1.065 -19.580  17.394  -1.098 -19.829  17.664  -1.459 -19.674  17.423   1.000   1.000
 -1.152 -19.161  17.514  -1.067 -19.337  17.571  -1.194 -19.186  17.936   1.000   1.000
 -1.152 -19.161  17.514  -1.410 -19.674  17.607  -1.459 -19.674  17.423   1.000   1.000
 -1.067 -19.337  17.580  -0.790 -19.464  17.618  -1.071 -19.345  17.915   1.000   1.000
 -1.067 -19.337  17.580  -1.071 -19.345  17.915  -1.194 -19.186  17.936   1.000   1.000
 -0.790 -19.464  17.627  -0.473 -19.925  17.632  -0.148 -19.780  17.858   1.000   1.000
 -0.790 -19.464  17.627  -0.732 -19.439  17.880  -1.071 -19.345  17.915   1.000   1.000
 -0.790 -19.464  17.627  -0.732 -19.439  17.880  -0.148 -19.780  17.858   1.000   1.000
 -0.473 -19.925  17.641  -0.472 -19.910  17.916  -0.557 -20.342  18.023   1.000   1.000
 -0.473 -19.925  17.641  -0.472 -19.910  17.916  -0.148 -19.780  17.858   1.000   1.000
 -0.732 -19.439  17.889  -1.071 -19.345  17.915  -1.075 -19.339  18.167   1.000   1.000
 -0.732 -19.439  17.889  -1.075 -19.339  18.167  -0.692 -19.491  18.173   1.000   1.000
 -0.732 -19.439  17.889  -0.692 -19.491  18.173  -0.148 -19.780  17.858   1.000   1.000
 -1.238 -19.648  17.898  -1.113 -19.812  17.880  -1.057 -19.707  18.177   1.000   1.000
 -1.238 -19.648  17.898  -1.113 -19.812  17.880  -1.379 -19.687  17.813   1.000   1.000
 -1.238 -19.648  17.898  -1.057 -19.707  18.177  -1.075 -19.339  18.167   1.000   1.000
 -1.614 -19.430  16.299  -1.389 -19.756  16.627  -1.787 -19.412  16.593   1.000   1.000
 -1.614 -19.430  16.299  -1.787 -19.412  16.593  -2.259 -19.282  16.581   1.000   1.000
 -1.113 -19.812  17.889  -1.098 -19.829  17.664  -1.379 -19.687  17.813   1.000   1.000
 -1.113 -19.812  17.889  -1.057 -19.707  18.177  -0.476 -19.910  18.176   1.000   1.000
 -1.389 -19.756  16.636  -1.787 -19.412  16.593  -1.481 -19.681  17.112   1.000   1.000
 -0.472 -19.910  17.925  -0.557 -20.342  18.023  -0.555 -20.256  18.098   1.000   1.000
 -0.472 -19.910  17.925  -0.555 -20.256  18.098  -0.476 -19.910  18.176   1.000   1.000
 -0.472 -19.910  17.925  -0.476 -19.910  18.176  -0.148 -19.780  17.858   1.000   1.000
 -1.098 -19.829  17.673  -1.379 -19.687  17.813  -1.410 -19.674  17.607   1.000   1.000
 -1.098 -19.829  17.673  -1.410 -19.674  17.607  -1.459 -19.674  17.423   1.000   1.000
