  6.598 -50.320  35.393   6.751 -50.027  35.800   6.967 -49.590  35.259   1.000   1.000
  6.751 -50.027  35.800   6.967 -49.590  35.259   6.749 -49.439  35.851   1.000   1.000
  6.967 -49.590  35.259   6.749 -49.439  35.851   6.913 -49.128  35.105   1.000   1.000
  6.749 -49.439  35.851   6.913 -49.128  35.105   6.900 -49.061  35.119   1.000   1.000
  6.749 -49.439  35.851   6.900 -49.061  35.119   6.715 -48.786  35.613   1.000   1.000
  6.749 -49.439  35.851   6.715 -48.786  35.613   6.634 -48.884  36.106   1.000   1.000
  6.715 -48.786  35.613   6.634 -48.884  36.106   6.695 -48.094  35.740   1.000   1.000
  6.634 -48.884  36.106   6.853 -48.652  36.624   6.664 -48.202  36.371   1.000   1.000
  6.634 -48.884  36.106   6.695 -48.094  35.740   6.664 -48.202  36.371   1.000   1.000
  6.853 -48.652  36.624   6.664 -48.202  36.371   6.547 -47.530  37.021   1.000   1.000
  6.695 -48.094  35.740   6.664 -48.202  36.371   6.591 -47.566  36.598   1.000   1.000
  6.664 -48.202  36.371   6.591 -47.566  36.598   6.547 -47.530  37.021   1.000   1.000
  6.591 -47.566  36.598   6.547 -47.530  37.021   6.279 -46.837  36.584   1.000   1.000
  6.591 -47.566  36.598   6.279 -46.837  36.584   6.458 -46.419  36.111   1.000   1.000
  6.547 -47.530  37.021   6.279 -46.837  36.584   6.575 -46.758  36.860   1.000   1.000
  6.547 -47.530  37.021   6.575 -46.758  36.860   6.720 -46.808  37.387   1.000   1.000
  6.547 -47.530  37.021   6.720 -46.808  37.387   7.146 -46.987  37.768   1.000   1.000
  6.279 -46.837  36.584   6.458 -46.419  36.111   6.045 -46.169  36.818   1.000   1.000
  6.279 -46.837  36.584   6.526 -46.257  37.028   6.045 -46.169  36.818   1.000   1.000
  6.575 -46.758  36.860   6.458 -46.419  36.111   6.526 -46.257  37.028   1.000   1.000
  6.575 -46.758  36.860   6.720 -46.808  37.387   6.526 -46.257  37.028   1.000   1.000
  6.458 -46.419  36.111   6.045 -46.169  36.818   5.853 -45.482  36.904   1.000   1.000
  6.720 -46.808  37.387   6.526 -46.257  37.028   6.596 -46.212  37.328   1.000   1.000
  6.526 -46.257  37.028   6.045 -46.169  36.818   6.165 -45.962  37.437   1.000   1.000
  6.526 -46.257  37.028   6.596 -46.212  37.328   6.165 -45.962  37.437   1.000   1.000
  6.045 -46.169  36.818   6.165 -45.962  37.437   5.853 -45.482  36.904   1.000   1.000
  6.596 -46.212  37.328   6.165 -45.962  37.437   6.599 -45.658  37.543   1.000   1.000
  6.165 -45.962  37.437   5.853 -45.482  36.904   6.253 -45.478  37.395   1.000   1.000
  6.165 -45.962  37.437   6.599 -45.658  37.543   6.253 -45.478  37.395   1.000   1.000
  5.853 -45.482  36.904   6.253 -45.478  37.395   5.772 -44.849  37.201   1.000   1.000
  5.853 -45.482  36.904   5.772 -44.849  37.201   5.451 -45.613  36.718   1.000   1.000
  6.599 -45.658  37.543   6.253 -45.478  37.395   6.692 -45.252  37.758   1.000   1.000
  6.253 -45.478  37.395   6.692 -45.252  37.758   6.123 -44.838  37.588   1.000   1.000
  6.253 -45.478  37.395   5.772 -44.849  37.201   6.123 -44.838  37.588   1.000   1.000
  6.692 -45.252  37.758   6.357 -45.445  38.192   6.123 -44.838  37.588   1.000   1.000
  6.357 -45.445  38.192   6.437 -45.478  38.465   6.586 -44.971  38.307   1.000   1.000
  6.357 -45.445  38.192   6.123 -44.838  37.588   6.240 -44.881  38.289   1.000   1.000
  6.357 -45.445  38.192   6.586 -44.971  38.307   6.240 -44.881  38.289   1.000   1.000
  6.437 -45.478  38.465   6.586 -44.971  38.307   6.653 -45.127  38.989   1.000   1.000
  5.772 -44.849  37.201   6.123 -44.838  37.588   6.080 -44.372  37.769   1.000   1.000
  5.772 -44.849  37.201   6.080 -44.372  37.769   5.657 -44.202  37.584   1.000   1.000
  5.772 -44.849  37.201   5.451 -45.613  36.718   5.551 -45.388  37.256   1.000   1.000
  6.123 -44.838  37.588   6.240 -44.881  38.289   6.080 -44.372  37.769   1.000   1.000
  6.586 -44.971  38.307   6.240 -44.881  38.289   6.398 -44.741  38.786   1.000   1.000
  6.586 -44.971  38.307   6.653 -45.127  38.989   6.398 -44.741  38.786   1.000   1.000
  6.240 -44.881  38.289   6.080 -44.372  37.769   6.201 -44.327  38.350   1.000   1.000
  6.240 -44.881  38.289   6.398 -44.741  38.786   6.201 -44.327  38.350   1.000   1.000
  6.653 -45.127  38.989   6.398 -44.741  38.786   6.524 -44.587  39.240   1.000   1.000
  6.080 -44.372  37.769   6.201 -44.327  38.350   6.014 -43.527  37.772   1.000   1.000
  6.080 -44.372  37.769   5.657 -44.202  37.584   6.014 -43.527  37.772   1.000   1.000
  6.398 -44.741  38.786   6.201 -44.327  38.350   6.233 -44.314  39.112   1.000   1.000
  6.398 -44.741  38.786   6.524 -44.587  39.240   6.233 -44.314  39.112   1.000   1.000
  6.201 -44.327  38.350   6.233 -44.314  39.112   6.141 -43.875  38.556   1.000   1.000
  6.201 -44.327  38.350   6.014 -43.527  37.772   6.141 -43.875  38.556   1.000   1.000
  6.524 -44.587  39.240   6.233 -44.314  39.112   6.184 -43.987  39.718   1.000   1.000
  6.233 -44.314  39.112   6.141 -43.875  38.556   6.064 -43.651  39.101   1.000   1.000
  6.233 -44.314  39.112   6.184 -43.987  39.718   6.064 -43.651  39.101   1.000   1.000
  5.657 -44.202  37.584   6.014 -43.527  37.772   5.685 -43.268  37.793   1.000   1.000
  6.014 -43.527  37.772   6.141 -43.875  38.556   6.073 -42.864  38.642   1.000   1.000
  6.014 -43.527  37.772   5.685 -43.268  37.793   6.073 -42.864  38.642   1.000   1.000
  6.141 -43.875  38.556   6.064 -43.651  39.101   6.073 -42.864  38.642   1.000   1.000
  5.685 -43.268  37.793   5.981 -42.810  37.984   6.073 -42.864  38.642   1.000   1.000
  6.184 -43.987  39.718   6.064 -43.651  39.101   5.964 -43.175  39.922   1.000   1.000
  5.981 -42.810  37.984   5.944 -41.947  38.087   6.126 -42.164  38.699   1.000   1.000
  5.981 -42.810  37.984   6.073 -42.864  38.642   6.126 -42.164  38.699   1.000   1.000
  5.944 -41.947  38.087   6.126 -42.164  38.699   6.197 -41.683  38.901   1.000   1.000
  5.944 -41.947  38.087   5.895 -41.277  38.309   5.663 -40.862  38.027   1.000   1.000
  5.944 -41.947  38.087   5.895 -41.277  38.309   6.197 -41.683  38.901   1.000   1.000
  6.064 -43.651  39.101   6.035 -43.074  39.367   5.964 -43.175  39.922   1.000   1.000
  6.064 -43.651  39.101   6.035 -43.074  39.367   6.073 -42.864  38.642   1.000   1.000
  6.035 -43.074  39.367   5.964 -43.175  39.922   5.978 -42.226  39.496   1.000   1.000
  6.035 -43.074  39.367   6.073 -42.864  38.642   5.978 -42.226  39.496   1.000   1.000
  5.964 -43.175  39.922   5.900 -42.745  40.501   5.748 -42.354  40.209   1.000   1.000
  5.964 -43.175  39.922   5.748 -42.354  40.209   5.978 -42.226  39.496   1.000   1.000
  6.073 -42.864  38.642   6.126 -42.164  38.699   5.978 -42.226  39.496   1.000   1.000
  6.073 -42.864  38.642   6.966 -43.586  38.590   6.961 -42.996  38.769   1.000   1.000
  6.073 -42.864  38.642   6.718 -42.236  38.896   6.961 -42.996  38.769   1.000   1.000
  6.126 -42.164  38.699   6.197 -41.683  38.901   5.978 -42.226  39.496   1.000   1.000
  6.126 -42.164  38.699   6.686 -41.388  38.470   6.718 -42.236  38.896   1.000   1.000
  5.900 -42.745  40.501   5.721 -42.404  40.619   5.748 -42.354  40.209   1.000   1.000
  5.721 -42.404  40.619   5.748 -42.354  40.209   5.783 -41.774  40.232   1.000   1.000
  5.721 -42.404  40.619   5.783 -41.774  40.232   5.625 -41.819  40.745   1.000   1.000
  5.895 -41.277  38.309   5.663 -40.862  38.027   6.062 -40.733  38.527   1.000   1.000
  5.895 -41.277  38.309   6.197 -41.683  38.901   6.190 -40.898  39.036   1.000   1.000
  5.895 -41.277  38.309   6.062 -40.733  38.527   6.190 -40.898  39.036   1.000   1.000
  5.663 -40.862  38.027   6.062 -40.733  38.527   6.191 -39.880  38.450   1.000   1.000
  6.197 -41.683  38.901   5.978 -42.226  39.496   5.903 -41.551  39.550   1.000   1.000
  6.197 -41.683  38.901   5.903 -41.551  39.550   6.190 -40.898  39.036   1.000   1.000
  5.748 -42.354  40.209   5.783 -41.774  40.232   5.978 -42.226  39.496   1.000   1.000
  5.783 -41.774  40.232   5.625 -41.819  40.745   5.603 -41.510  40.362   1.000   1.000
  5.783 -41.774  40.232   5.978 -42.226  39.496   5.903 -41.551  39.550   1.000   1.000
  5.783 -41.774  40.232   5.903 -41.551  39.550   5.739 -41.446  39.871   1.000   1.000
  5.783 -41.774  40.232   5.603 -41.510  40.362   5.739 -41.446  39.871   1.000   1.000
  5.625 -41.819  40.745   5.603 -41.510  40.362   5.486 -41.215  41.080   1.000   1.000
  5.625 -41.819  40.745   5.486 -41.215  41.080   4.746 -40.907  40.897   1.000   1.000
  6.062 -40.733  38.527   6.191 -39.880  38.450   5.977 -40.114  39.248   1.000   1.000
  6.062 -40.733  38.527   6.686 -41.388  38.470   6.741 -40.566  38.390   1.000   1.000
  6.062 -40.733  38.527   6.190 -40.898  39.036   5.977 -40.114  39.248   1.000   1.000
  6.191 -39.880  38.450   6.741 -40.566  38.390   6.734 -40.209  38.643   1.000   1.000
  6.191 -39.880  38.450   6.734 -40.209  38.643   6.755 -39.626  39.058   1.000   1.000
  6.191 -39.880  38.450   5.977 -40.114  39.248   5.982 -39.616  39.462   1.000   1.000
  6.191 -39.880  38.450   6.755 -39.626  39.058   6.664 -38.703  39.410   1.000   1.000
  6.191 -39.880  38.450   5.982 -39.616  39.462   6.170 -38.791  39.478   1.000   1.000
  6.191 -39.880  38.450   6.170 -38.791  39.478   6.664 -38.703  39.410   1.000   1.000
  5.903 -41.551  39.550   6.190 -40.898  39.036   6.046 -40.949  39.629   1.000   1.000
  5.903 -41.551  39.550   5.739 -41.446  39.871   6.046 -40.949  39.629   1.000   1.000
  6.686 -41.388  38.470   6.741 -40.566  38.390   6.893 -41.382  38.821   1.000   1.000
  6.686 -41.388  38.470   6.718 -42.236  38.896   6.893 -41.382  38.821   1.000   1.000
  5.603 -41.510  40.362   5.739 -41.446  39.871   5.508 -41.093  40.453   1.000   1.000
  5.603 -41.510  40.362   5.508 -41.093  40.453   5.486 -41.215  41.080   1.000   1.000
  6.190 -40.898  39.036   6.046 -40.949  39.629   6.022 -40.397  39.847   1.000   1.000
  6.190 -40.898  39.036   5.977 -40.114  39.248   6.022 -40.397  39.847   1.000   1.000
  5.739 -41.446  39.871   5.508 -41.093  40.453   5.595 -40.745  40.156   1.000   1.000
  5.739 -41.446  39.871   6.046 -40.949  39.629   5.595 -40.745  40.156   1.000   1.000
  5.508 -41.093  40.453   5.486 -41.215  41.080   5.388 -40.406  41.223   1.000   1.000
  5.508 -41.093  40.453   5.388 -40.406  41.223   5.497 -40.279  40.597   1.000   1.000
  5.508 -41.093  40.453   5.595 -40.745  40.156   5.497 -40.279  40.597   1.000   1.000
  5.486 -41.215  41.080   5.388 -40.406  41.223   4.789 -40.551  41.051   1.000   1.000
  5.486 -41.215  41.080   4.789 -40.551  41.051   4.746 -40.907  40.897   1.000   1.000
  6.046 -40.949  39.629   5.595 -40.745  40.156   6.022 -40.397  39.847   1.000   1.000
  6.741 -40.566  38.390   6.734 -40.209  38.643   7.247 -40.112  38.869   1.000   1.000
  6.741 -40.566  38.390   6.893 -41.382  38.821   6.951 -40.775  39.043   1.000   1.000
  6.741 -40.566  38.390   6.951 -40.775  39.043   7.247 -40.112  38.869   1.000   1.000
  6.734 -40.209  38.643   6.763 -40.233  38.953   6.755 -39.626  39.058   1.000   1.000
  6.734 -40.209  38.643   6.763 -40.233  38.953   7.247 -40.112  38.869   1.000   1.000
  5.977 -40.114  39.248   5.982 -39.616  39.462   5.401 -39.829  39.931   1.000   1.000
  5.977 -40.114  39.248   6.022 -40.397  39.847   5.401 -39.829  39.931   1.000   1.000
  5.388 -40.406  41.223   5.326 -39.865  41.385   5.497 -40.279  40.597   1.000   1.000
  5.388 -40.406  41.223   5.326 -39.865  41.385   4.789 -40.551  41.051   1.000   1.000
  5.992 -40.372  40.467   5.761 -40.341  40.153   5.881 -39.712  40.735   1.000   1.000
  5.992 -40.372  40.467   6.022 -40.397  39.847   6.092 -39.609  39.910   1.000   1.000
  5.326 -39.865  41.385   5.497 -40.279  40.597   5.604 -39.605  40.910   1.000   1.000
  5.326 -39.865  41.385   4.789 -40.551  41.051   4.750 -39.782  41.164   1.000   1.000
  5.326 -39.865  41.385   5.604 -39.605  40.910   5.242 -39.178  41.211   1.000   1.000
