 -3.207 -38.804  37.900  -3.123 -38.903  38.211  -3.064 -39.389  37.973   1.000   1.000
 -3.123 -38.903  38.211  -3.064 -39.389  37.973  -2.988 -39.538  38.471   1.000   1.000
 -3.123 -38.903  38.211  -3.036 -39.180  38.704  -2.988 -39.538  38.471   1.000   1.000
 -3.036 -39.180  38.704  -2.988 -39.538  38.471  -2.933 -39.469  39.079   1.000   1.000
 -2.899 -39.552  39.548  -2.962 -39.500  40.051  -2.990 -39.850  40.100   1.000   1.000
 -2.962 -39.500  40.051  -2.990 -39.850  40.100  -3.058 -39.472  40.676   1.000   1.000
 -2.990 -39.850  40.100  -3.058 -39.472  40.676  -3.023 -39.946  40.621   1.000   1.000
 -3.058 -39.472  40.676  -3.023 -39.946  40.621  -3.127 -39.571  41.146   1.000   1.000
 -3.023 -39.946  40.621  -3.127 -39.571  41.146  -3.064 -40.098  41.229   1.000   1.000
 -3.127 -39.571  41.146  -3.064 -40.098  41.229  -3.200 -40.114  41.669   1.000   1.000
 -3.127 -39.571  41.146  -3.200 -40.114  41.669  -3.163 -39.674  41.870   1.000   1.000
 -3.064 -40.098  41.229  -3.200 -40.114  41.669  -3.040 -40.330  41.820   1.000   1.000
 -3.200 -40.114  41.669  -3.163 -39.674  41.870  -3.319 -40.247  41.806   1.000   1.000
 -3.200 -40.114  41.669  -3.319 -40.247  41.806  -3.040 -40.330  41.820   1.000   1.000
 -3.163 -39.674  41.870  -3.319 -40.247  41.806  -3.091 -39.928  42.251   1.000   1.000
 -3.319 -40.247  41.806  -3.040 -40.330  41.820  -3.403 -40.418  42.188   1.000   1.000
 -3.319 -40.247  41.806  -3.091 -39.928  42.251  -3.403 -40.418  42.188   1.000   1.000
 -3.040 -40.330  41.820  -3.025 -40.419  42.184  -3.403 -40.418  42.188   1.000   1.000
 -3.091 -39.928  42.251  -3.403 -40.418  42.188  -3.541 -40.510  42.767   1.000   1.000
 -3.091 -39.928  42.251  -3.045 -40.050  42.811  -3.541 -40.510  42.767   1.000   1.000
 -3.025 -40.419  42.184  -3.403 -40.418  42.188  -3.002 -40.599  42.746   1.000   1.000
 -3.025 -40.419  42.184  -3.045 -40.050  42.811  -3.002 -40.599  42.746   1.000   1.000
 -3.403 -40.418  42.188  -3.002 -40.599  42.746  -3.541 -40.510  42.767   1.000   1.000
 -3.045 -40.050  42.811  -3.002 -40.599  42.746  -2.358 -40.379  43.456   1.000   1.000
 -3.045 -40.050  42.811  -3.541 -40.510  42.767  -3.509 -40.118  43.354   1.000   1.000
 -3.045 -40.050  42.811  -2.909 -40.069  43.368  -3.509 -40.118  43.354   1.000   1.000
 -3.045 -40.050  42.811  -2.909 -40.069  43.368  -2.358 -40.379  43.456   1.000   1.000
 -3.002 -40.599  42.746  -3.541 -40.510  42.767  -3.560 -40.505  43.404   1.000   1.000
 -3.002 -40.599  42.746  -2.843 -40.638  43.378  -3.560 -40.505  43.404   1.000   1.000
 -3.002 -40.599  42.746  -2.843 -40.638  43.378  -2.358 -40.379  43.456   1.000   1.000
 -3.541 -40.510  42.767  -3.560 -40.505  43.404  -3.509 -40.118  43.354   1.000   1.000
 -2.909 -40.069  43.368  -2.921 -40.110  43.733  -3.467 -40.067  43.805   1.000   1.000
 -2.909 -40.069  43.368  -2.921 -40.110  43.733  -2.358 -40.379  43.456   1.000   1.000
 -2.909 -40.069  43.368  -3.467 -40.067  43.805  -3.509 -40.118  43.354   1.000   1.000
 -2.843 -40.638  43.378  -3.490 -40.464  43.926  -2.868 -40.598  43.951   1.000   1.000
 -2.843 -40.638  43.378  -3.490 -40.464  43.926  -3.560 -40.505  43.404   1.000   1.000
 -2.843 -40.638  43.378  -2.868 -40.598  43.951  -2.358 -40.379  43.456   1.000   1.000
