 -4.174 -47.431  55.851  -4.083 -47.483  56.263  -4.049 -48.146  56.068   1.000   1.000
 -4.083 -47.483  56.263  -4.049 -48.146  56.068  -3.962 -48.220  56.727   1.000   1.000
 -4.083 -47.483  56.263  -3.990 -47.720  56.945  -3.962 -48.220  56.727   1.000   1.000
 -3.990 -47.720  56.945  -3.962 -48.220  56.727  -3.886 -47.998  57.479   1.000   1.000
 -3.840 -47.997  58.088  -3.886 -47.824  58.714  -3.925 -48.254  58.855   1.000   1.000
 -3.886 -47.824  58.714  -3.925 -48.254  58.855  -3.962 -47.654  59.502   1.000   1.000
 -3.925 -48.254  58.855  -3.962 -47.654  59.502  -3.946 -48.261  59.535   1.000   1.000
 -3.962 -47.654  59.502  -3.946 -48.261  59.535  -4.020 -47.676  60.119   1.000   1.000
 -3.946 -48.261  59.535  -4.020 -47.676  60.119  -3.974 -48.319  60.338   1.000   1.000
 -4.020 -47.676  60.119  -3.974 -48.319  60.338  -4.097 -48.247  60.903   1.000   1.000
 -4.020 -47.676  60.119  -4.097 -48.247  60.903  -4.037 -47.647  61.057   1.000   1.000
 -3.974 -48.319  60.338  -4.097 -48.247  60.903  -3.940 -48.480  61.136   1.000   1.000
 -4.097 -48.247  60.903  -4.037 -47.647  61.057  -4.217 -48.389  61.109   1.000   1.000
 -4.097 -48.247  60.903  -4.217 -48.389  61.109  -3.940 -48.480  61.136   1.000   1.000
 -4.037 -47.647  61.057  -4.217 -48.389  61.109  -3.962 -47.881  61.593   1.000   1.000
 -4.217 -48.389  61.109  -3.940 -48.480  61.136  -4.296 -48.523  61.632   1.000   1.000
 -4.217 -48.389  61.109  -3.962 -47.881  61.593  -4.296 -48.523  61.632   1.000   1.000
 -3.940 -48.480  61.136  -3.917 -48.511  61.614  -4.296 -48.523  61.632   1.000   1.000
 -3.962 -47.881  61.593  -4.296 -48.523  61.632  -4.420 -48.516  62.387   1.000   1.000
 -3.962 -47.881  61.593  -3.904 -47.910  62.326  -4.420 -48.516  62.387   1.000   1.000
 -3.917 -48.511  61.614  -4.296 -48.523  61.632  -3.882 -48.613  62.364   1.000   1.000
 -3.917 -48.511  61.614  -3.904 -47.910  62.326  -3.882 -48.613  62.364   1.000   1.000
 -4.296 -48.523  61.632  -3.882 -48.613  62.364  -4.420 -48.516  62.387   1.000   1.000
 -3.904 -47.910  62.326  -3.882 -48.613  62.364  -3.205 -48.156  63.192   1.000   1.000
 -3.904 -47.910  62.326  -4.420 -48.516  62.387  -4.356 -47.892  63.042   1.000   1.000
 -3.904 -47.910  62.326  -3.750 -47.805  63.030  -4.356 -47.892  63.042   1.000   1.000
 -3.904 -47.910  62.326  -3.750 -47.805  63.030  -3.205 -48.156  63.192   1.000   1.000
 -3.882 -48.613  62.364  -4.420 -48.516  62.387  -4.419 -48.370  63.192   1.000   1.000
 -3.882 -48.613  62.364  -3.704 -48.517  63.167  -4.419 -48.370  63.192   1.000   1.000
 -3.882 -48.613  62.364  -3.704 -48.517  63.167  -3.205 -48.156  63.192   1.000   1.000
 -4.420 -48.516  62.387  -4.419 -48.370  63.192  -4.356 -47.892  63.042   1.000   1.000
 -3.750 -47.805  63.030  -3.752 -47.777  63.501  -4.297 -47.726  63.599   1.000   1.000
 -3.750 -47.805  63.030  -3.752 -47.777  63.501  -3.205 -48.156  63.192   1.000   1.000
 -3.750 -47.805  63.030  -4.297 -47.726  63.599  -4.356 -47.892  63.042   1.000   1.000
 -3.704 -48.517  63.167  -4.331 -48.201  63.841  -3.710 -48.341  63.883   1.000   1.000
 -3.704 -48.517  63.167  -4.331 -48.201  63.841  -4.419 -48.370  63.192   1.000   1.000
 -3.704 -48.517  63.167  -3.710 -48.341  63.883  -3.205 -48.156  63.192   1.000   1.000
 -3.752 -47.777  63.501  -3.623 -47.628  64.253  -4.297 -47.726  63.599   1.000   1.000
 -3.752 -47.777  63.501  -3.623 -47.628  64.253  -3.205 -48.156  63.192   1.000   1.000
 -4.331 -48.201  63.841  -3.710 -48.341  63.883  -3.820 -48.166  64.600   1.000   1.000
