  0.557 -38.983  15.579   1.162 -38.701  15.834   0.594 -38.899  15.997   1.000   1.000
  1.162 -38.701  15.834   0.594 -38.899  16.230   1.334 -38.571  16.209   1.000   1.000
  1.162 -38.701  15.834   1.334 -38.571  16.440   2.403 -38.450  15.807   1.000   1.000
  1.162 -38.701  15.834   1.968 -38.376  15.621   2.403 -38.450  15.807   1.000   1.000
  0.594 -38.899  16.230   1.334 -38.571  16.440   0.185 -38.902  16.522   1.000   1.000
  1.334 -38.571  16.440   0.185 -38.902  16.755   0.210 -38.707  16.965   1.000   1.000
  1.334 -38.571  16.440   2.403 -38.450  16.039   2.549 -38.360  16.476   1.000   1.000
  1.334 -38.571  16.440   1.863 -38.095  16.564   1.480 -38.136  16.769   1.000   1.000
  1.334 -38.571  16.440   1.863 -38.095  16.564   2.549 -38.360  16.476   1.000   1.000
  1.334 -38.571  16.440   0.210 -38.707  17.198   1.480 -38.136  16.769   1.000   1.000
  2.403 -38.450  16.039   2.549 -38.360  16.709   3.069 -37.971  16.594   1.000   1.000
  1.863 -38.095  16.564   1.480 -38.136  17.002   1.801 -37.785  16.367   1.000   1.000
  1.863 -38.095  16.564   1.801 -37.785  16.600   2.446 -37.874  16.716   1.000   1.000
  1.863 -38.095  16.564   2.549 -38.360  16.709   2.446 -37.874  16.716   1.000   1.000
  0.210 -38.707  17.198   1.480 -38.136  17.002   1.616 -38.163  17.333   1.000   1.000
  0.210 -38.707  17.198   0.106 -38.544  17.517  -0.251 -38.756  17.454   1.000   1.000
  0.210 -38.707  17.198   0.106 -38.544  17.517   1.616 -38.163  17.333   1.000   1.000
  1.480 -38.136  17.002   1.801 -37.785  16.600   1.185 -37.681  16.584   1.000   1.000
  1.480 -38.136  17.002   1.185 -37.681  16.816   1.836 -37.717  16.998   1.000   1.000
  1.480 -38.136  17.002   1.192 -37.494  17.067   1.002 -37.873  17.354   1.000   1.000
  1.480 -38.136  17.002   1.836 -37.717  17.230   1.616 -38.163  17.333   1.000   1.000
  1.801 -37.785  16.600   1.185 -37.681  16.816   1.530 -37.453  16.464   1.000   1.000
  1.801 -37.785  16.600   2.446 -37.874  16.948   2.063 -37.354  16.947   1.000   1.000
  1.801 -37.785  16.600   2.063 -37.354  17.178   1.530 -37.453  16.464   1.000   1.000
  1.185 -37.681  16.816   1.192 -37.494  17.067   1.836 -37.717  16.998   1.000   1.000
  1.185 -37.681  16.816   1.192 -37.494  17.067   1.530 -37.453  16.464   1.000   1.000
  2.549 -38.360  16.709   2.446 -37.874  16.948   3.069 -37.971  16.594   1.000   1.000
  0.106 -38.544  17.517  -0.251 -38.756  17.685   0.018 -38.473  17.614   1.000   1.000
  0.106 -38.544  17.517   1.616 -38.163  17.565   1.567 -38.114  17.719   1.000   1.000
  0.106 -38.544  17.517   0.018 -38.473  17.846   1.567 -38.114  17.719   1.000   1.000
  1.192 -37.494  17.067   1.836 -37.717  17.230   1.443 -37.439  17.275   1.000   1.000
  1.192 -37.494  17.067   1.002 -37.873  17.586   1.443 -37.439  17.275   1.000   1.000
  1.192 -37.494  17.067   2.063 -37.354  17.178   1.530 -37.453  16.464   1.000   1.000
  2.446 -37.874  16.948   3.069 -37.971  16.826   3.058 -37.826  17.126   1.000   1.000
  2.446 -37.874  16.948   2.063 -37.354  17.178   2.317 -37.781  17.222   1.000   1.000
  2.446 -37.874  16.948   2.317 -37.781  17.455   3.058 -37.826  17.126   1.000   1.000
 -0.251 -38.756  17.685   0.018 -38.473  17.846  -0.288 -38.397  17.984   1.000   1.000
  1.836 -37.717  17.230   1.616 -38.163  17.565   2.317 -37.781  17.222   1.000   1.000
  1.836 -37.717  17.230   2.063 -37.354  17.178   2.317 -37.781  17.222   1.000   1.000
  1.836 -37.717  17.230   1.443 -37.439  17.508   2.081 -37.285  17.291   1.000   1.000
  1.616 -38.163  17.565   2.317 -37.781  17.455   2.405 -37.939  17.593   1.000   1.000
  1.616 -38.163  17.565   1.567 -38.114  17.951   2.405 -37.939  17.593   1.000   1.000
  1.002 -37.873  17.586   1.443 -37.439  17.508   1.396 -37.294  17.770   1.000   1.000
  1.002 -37.873  17.586   1.567 -38.114  17.951   1.356 -37.778  17.948   1.000   1.000
  1.002 -37.873  17.586   1.356 -37.778  18.180   1.396 -37.294  17.770   1.000   1.000
  0.018 -38.473  17.846   1.567 -38.114  17.951   1.356 -38.156  18.192   1.000   1.000
  0.018 -38.473  17.846  -0.288 -38.397  18.216   1.091 -38.161  18.451   1.000   1.000
  0.018 -38.473  17.846   1.356 -38.156  18.425   1.091 -38.161  18.451   1.000   1.000
  2.317 -37.781  17.455   3.058 -37.826  17.358   2.405 -37.939  17.593   1.000   1.000
  2.317 -37.781  17.455   2.081 -37.285  17.524   2.411 -37.404  17.506   1.000   1.000
  2.317 -37.781  17.455   2.411 -37.404  17.737   3.261 -37.607  17.322   1.000   1.000
  1.443 -37.439  17.508   2.081 -37.285  17.524   1.396 -37.294  17.770   1.000   1.000
  1.567 -38.114  17.951   2.405 -37.939  17.825   2.248 -37.970  17.960   1.000   1.000
  1.567 -38.114  17.951   1.356 -38.156  18.425   2.248 -37.970  17.960   1.000   1.000
  3.058 -37.826  17.358   3.261 -37.607  17.554   2.405 -37.939  17.593   1.000   1.000
 -0.288 -38.397  18.216  -0.888 -38.409  18.664  -0.745 -38.246  18.719   1.000   1.000
 -0.288 -38.397  18.216  -0.745 -38.246  18.951   1.091 -38.161  18.451   1.000   1.000
  2.081 -37.285  17.524   2.411 -37.404  17.737   1.919 -36.854  17.780   1.000   1.000
  2.081 -37.285  17.524   1.396 -37.294  18.002   1.919 -36.854  17.780   1.000   1.000
  1.356 -37.778  18.180   1.396 -37.294  18.002   1.100 -37.376  18.389   1.000   1.000
  1.356 -37.778  18.180   1.084 -37.749  18.657   1.100 -37.376  18.389   1.000   1.000
  1.356 -37.778  18.180   1.084 -37.749  18.657   1.356 -38.156  18.192   1.000   1.000
  2.411 -37.404  17.737   2.028 -37.207  18.176   2.248 -37.507  18.137   1.000   1.000
  2.411 -37.404  17.737   2.028 -37.207  18.176   1.919 -36.854  17.780   1.000   1.000
  2.411 -37.404  17.737   2.248 -37.507  18.368   2.248 -37.970  17.960   1.000   1.000
  1.396 -37.294  18.002   1.100 -37.376  18.620   1.183 -37.003  17.879   1.000   1.000
  1.396 -37.294  18.002   1.919 -36.854  18.013   1.183 -37.003  17.879   1.000   1.000
  3.261 -37.607  17.554   3.427 -37.482  17.918   2.405 -37.939  17.593   1.000   1.000
  2.028 -37.207  18.176   2.248 -37.507  18.368   1.826 -37.179  18.650   1.000   1.000
  2.028 -37.207  18.176   1.919 -36.854  18.013   1.756 -36.759  18.230   1.000   1.000
  2.028 -37.207  18.176   1.756 -36.759  18.462   1.826 -37.179  18.650   1.000   1.000
  1.084 -37.749  18.657   1.100 -37.376  18.620   0.947 -37.823  18.693   1.000   1.000
