 -5.264 -51.424  50.162  -5.223 -51.545  50.573  -5.235 -52.176  50.258   1.000   1.000
 -5.223 -51.545  50.573  -5.235 -52.176  50.258  -5.203 -52.363  50.917   1.000   1.000
 -5.223 -51.545  50.573  -5.197 -51.900  51.226  -5.203 -52.363  50.917   1.000   1.000
 -5.197 -51.900  51.226  -5.203 -52.363  50.917  -5.163 -52.268  51.721   1.000   1.000
 -5.150 -52.373  52.342  -5.184 -52.312  53.008  -5.236 -52.773  53.074   1.000   1.000
 -5.184 -52.312  53.008  -5.236 -52.773  53.074  -5.240 -52.285  53.836   1.000   1.000
 -5.236 -52.773  53.074  -5.240 -52.285  53.836  -5.266 -52.902  53.763   1.000   1.000
 -5.240 -52.285  53.836  -5.266 -52.902  53.763  -5.292 -52.420  54.457   1.000   1.000
 -5.266 -52.902  53.763  -5.292 -52.420  54.457  -5.306 -53.104  54.567   1.000   1.000
 -5.292 -52.420  54.457  -5.306 -53.104  54.567  -5.391 -53.139  55.150   1.000   1.000
 -5.292 -52.420  54.457  -5.391 -53.139  55.150  -5.324 -52.558  55.415   1.000   1.000
 -5.306 -53.104  54.567  -5.391 -53.139  55.150  -5.315 -53.406  55.350   1.000   1.000
 -5.391 -53.139  55.150  -5.324 -52.558  55.415  -5.477 -53.325  55.332   1.000   1.000
 -5.391 -53.139  55.150  -5.477 -53.325  55.332  -5.315 -53.406  55.350   1.000   1.000
 -5.324 -52.558  55.415  -5.477 -53.325  55.332  -5.305 -52.884  55.920   1.000   1.000
 -5.477 -53.325  55.332  -5.315 -53.406  55.350  -5.546 -53.558  55.837   1.000   1.000
 -5.477 -53.325  55.332  -5.305 -52.884  55.920  -5.546 -53.558  55.837   1.000   1.000
 -5.315 -53.406  55.350  -5.314 -53.521  55.831  -5.546 -53.558  55.837   1.000   1.000
 -5.305 -52.884  55.920  -5.546 -53.558  55.837  -5.640 -53.691  56.603   1.000   1.000
 -5.305 -52.884  55.920  -5.290 -53.040  56.661  -5.640 -53.691  56.603   1.000   1.000
 -5.314 -53.521  55.831  -5.546 -53.558  55.837  -5.318 -53.754  56.576   1.000   1.000
 -5.314 -53.521  55.831  -5.290 -53.040  56.661  -5.318 -53.754  56.576   1.000   1.000
 -5.546 -53.558  55.837  -5.318 -53.754  56.576  -5.640 -53.691  56.603   1.000   1.000
 -5.290 -53.040  56.661  -5.318 -53.754  56.576  -4.900 -53.402  57.514   1.000   1.000
 -5.290 -53.040  56.661  -5.640 -53.691  56.603  -5.581 -53.176  57.380   1.000   1.000
 -5.290 -53.040  56.661  -5.208 -53.051  57.399  -5.581 -53.176  57.380   1.000   1.000
 -5.290 -53.040  56.661  -5.208 -53.051  57.399  -4.900 -53.402  57.514   1.000   1.000
 -5.318 -53.754  56.576  -5.640 -53.691  56.603  -5.651 -53.687  57.446   1.000   1.000
 -5.318 -53.754  56.576  -5.224 -53.790  57.412  -5.651 -53.687  57.446   1.000   1.000
 -5.318 -53.754  56.576  -5.224 -53.790  57.412  -4.900 -53.402  57.514   1.000   1.000
 -5.640 -53.691  56.603  -5.651 -53.687  57.446  -5.581 -53.176  57.380   1.000   1.000
 -5.208 -53.051  57.399  -5.219 -53.106  57.882  -5.550 -53.103  57.977   1.000   1.000
 -5.208 -53.051  57.399  -5.219 -53.106  57.882  -4.900 -53.402  57.514   1.000   1.000
 -5.208 -53.051  57.399  -5.550 -53.103  57.977  -5.581 -53.176  57.380   1.000   1.000
