  5.251  21.988  32.442   5.079  22.268  32.630   5.327  22.308  32.704   1.000   1.000
  5.079  22.268  32.630   5.327  22.308  32.704   5.303  22.615  32.934   1.000   1.000
  5.370  23.112  33.413   5.412  23.319  33.896   5.583  23.472  33.732   1.000   1.000
  5.412  23.319  33.896   5.583  23.472  33.732   5.851  23.569  34.044   1.000   1.000
  5.583  23.472  33.732   5.851  23.569  34.044   5.827  24.499  34.113   1.000   1.000
  5.851  23.569  34.044   6.201  23.785  34.311   6.023  23.937  34.304   1.000   1.000
  5.851  23.569  34.044   6.023  23.937  34.304   5.827  24.499  34.113   1.000   1.000
  6.201  23.785  34.311   6.023  23.937  34.304   6.288  24.164  34.490   1.000   1.000
  6.201  23.785  34.311   6.288  24.164  34.490   6.584  24.403  34.223   1.000   1.000
  6.023  23.937  34.304   5.827  24.499  34.113   6.288  24.164  34.490   1.000   1.000
  5.827  24.499  34.113   6.288  24.164  34.490   6.567  24.759  34.818   1.000   1.000
  6.288  24.164  34.490   6.584  24.403  34.223   6.705  24.554  34.556   1.000   1.000
  6.288  24.164  34.490   6.705  24.554  34.556   6.567  24.759  34.818   1.000   1.000
  6.705  24.554  34.556   6.567  24.759  34.818   6.920  25.081  34.955   1.000   1.000
  6.920  25.081  34.955   6.988  25.286  35.377   6.904  25.703  35.246   1.000   1.000
  6.988  25.286  35.377   6.904  25.703  35.246   6.876  25.948  35.487   1.000   1.000
  6.988  25.286  35.377   7.314  25.589  35.447   6.876  25.948  35.487   1.000   1.000
  7.314  25.589  35.447   6.876  25.948  35.487   7.462  26.193  35.781   1.000   1.000
  7.314  25.589  35.447   7.462  26.193  35.781   7.784  26.165  35.933   1.000   1.000
  6.876  25.948  35.487   6.956  26.360  35.755   7.462  26.193  35.781   1.000   1.000
  6.956  26.360  35.755   7.462  26.193  35.781   7.356  26.536  35.996   1.000   1.000
  7.462  26.193  35.781   7.784  26.165  35.933   7.356  26.536  35.996   1.000   1.000
  7.784  26.165  35.933   7.356  26.536  35.996   7.905  26.644  36.299   1.000   1.000
  7.784  26.165  35.933   7.905  26.644  36.299   8.175  26.642  36.383   1.000   1.000
  7.356  26.536  35.996   7.905  26.644  36.299   7.557  27.155  36.327   1.000   1.000
  7.905  26.644  36.299   8.175  26.642  36.383   7.932  27.101  36.360   1.000   1.000
  7.905  26.644  36.299   7.557  27.155  36.327   7.932  27.101  36.360   1.000   1.000
  8.175  26.642  36.383   7.932  27.101  36.360   8.382  27.040  36.700   1.000   1.000
  7.557  27.155  36.327   7.932  27.101  36.360   7.812  27.546  36.570   1.000   1.000
  7.932  27.101  36.360   8.382  27.040  36.700   8.117  27.327  36.576   1.000   1.000
  7.932  27.101  36.360   8.117  27.327  36.576   7.812  27.546  36.570   1.000   1.000
  8.382  27.040  36.700   8.117  27.327  36.576   8.335  27.696  36.899   1.000   1.000
  8.382  27.040  36.700   8.626  27.083  36.970   8.335  27.696  36.899   1.000   1.000
  8.117  27.327  36.576   7.812  27.546  36.570   8.335  27.696  36.899   1.000   1.000
  7.812  27.546  36.570   8.335  27.696  36.899   7.960  27.971  36.869   1.000   1.000
  8.626  27.083  36.970   8.335  27.696  36.899   8.925  27.183  37.209   1.000   1.000
  8.335  27.696  36.899   8.925  27.183  37.209   8.934  27.618  37.417   1.000   1.000
  8.335  27.696  36.899   7.960  27.971  36.869   8.552  28.054  37.234   1.000   1.000
  8.335  27.696  36.899   8.934  27.618  37.417   8.552  28.054  37.234   1.000   1.000
  8.925  27.183  37.209   8.934  27.618  37.417   9.374  27.746  37.832   1.000   1.000
  7.960  27.971  36.869   8.552  28.054  37.234   8.268  28.454  37.306   1.000   1.000
  7.960  27.971  36.869   8.268  28.454  37.306   8.038  28.766  37.344   1.000   1.000
