  2.501 -35.410  30.865   2.254 -35.397  30.827   1.837 -34.970  31.286   1.000   1.000
  1.837 -34.970  31.286   1.599 -34.875  31.393   1.874 -34.805  31.784   1.000   1.000
  1.599 -34.875  31.393   1.874 -34.805  31.784   1.500 -34.260  31.987   1.000   1.000
  1.774 -35.366  31.966   1.648 -35.129  31.901   1.617 -35.057  32.228   1.000   1.000
  1.648 -35.129  31.901   1.874 -34.805  31.784   1.490 -34.749  31.940   1.000   1.000
  1.648 -35.129  31.901   1.490 -34.749  31.940   1.617 -35.057  32.228   1.000   1.000
  1.874 -34.805  31.784   1.490 -34.749  31.940   1.500 -34.260  31.987   1.000   1.000
  1.490 -34.749  31.940   1.617 -35.057  32.228   1.457 -34.781  32.391   1.000   1.000
  1.490 -34.749  31.940   1.457 -34.781  32.391   0.832 -34.628  32.533   1.000   1.000
  1.490 -34.749  31.940   1.500 -34.260  31.987   0.832 -34.628  32.533   1.000   1.000
  1.500 -34.260  31.987   1.915 -33.535  31.601   1.559 -33.526  32.031   1.000   1.000
  1.500 -34.260  31.987   0.832 -34.628  32.533   1.412 -34.225  32.524   1.000   1.000
  1.500 -34.260  31.987   1.412 -34.225  32.524   1.474 -33.681  32.460   1.000   1.000
  1.500 -34.260  31.987   1.559 -33.526  32.031   1.474 -33.681  32.460   1.000   1.000
  1.915 -33.535  31.601   1.892 -33.532  31.887   1.559 -33.526  32.031   1.000   1.000
  0.832 -34.628  32.533   1.412 -34.225  32.524   1.361 -34.079  32.950   1.000   1.000
  1.412 -34.225  32.524   1.474 -33.681  32.460   1.361 -34.079  32.950   1.000   1.000
  1.559 -33.526  32.031   1.774 -33.372  32.093   1.948 -33.590  32.471   1.000   1.000
  1.559 -33.526  32.031   1.774 -33.372  32.093   1.420 -33.156  32.118   1.000   1.000
  1.559 -33.526  32.031   1.474 -33.681  32.460   1.948 -33.590  32.471   1.000   1.000
  1.774 -33.372  32.093   1.948 -33.590  32.471   2.012 -33.088  32.524   1.000   1.000
  1.774 -33.372  32.093   1.420 -33.156  32.118   1.601 -33.010  32.467   1.000   1.000
