 -0.547 -36.995  29.700  -0.373 -37.188  29.619  -0.681 -37.348  30.233   1.000   1.000
 -0.373 -37.188  29.637  -0.681 -37.348  30.233  -0.184 -37.814  30.301   1.000   1.000
 -0.371 -36.950  30.326  -0.093 -36.946  30.428  -0.352 -36.786  30.804   1.000   1.000
 -0.371 -36.950  30.326  -0.352 -36.786  30.804  -0.743 -37.360  30.772   1.000   1.000
 -0.681 -37.348  30.250  -0.184 -37.814  30.301  -0.269 -37.725  30.704   1.000   1.000
 -0.681 -37.348  30.250  -0.743 -37.360  30.772  -0.269 -37.725  30.704   1.000   1.000
 -0.681 -37.348  30.250  -0.743 -37.360  30.772  -1.113 -36.785  30.847   1.000   1.000
 -0.184 -37.814  30.318  -0.269 -37.725  30.704  -0.223 -38.238  30.916   1.000   1.000
 -0.352 -36.786  30.821  -0.743 -37.360  30.772  -0.737 -36.744  31.183   1.000   1.000
 -0.352 -36.786  30.821  -0.737 -36.744  31.183  -0.463 -36.627  31.300   1.000   1.000
 -0.743 -37.360  30.790  -0.269 -37.725  30.704  -0.694 -37.592  31.367   1.000   1.000
 -0.743 -37.360  30.790  -0.737 -36.744  31.183  -0.722 -37.241  31.351   1.000   1.000
 -0.743 -37.360  30.790  -0.722 -37.241  31.351  -0.694 -37.592  31.367   1.000   1.000
 -0.743 -37.360  30.790  -1.113 -36.785  30.847  -0.930 -37.404  31.486   1.000   1.000
 -0.269 -37.725  30.721  -0.694 -37.592  31.367  -0.266 -37.773  31.364   1.000   1.000
 -0.269 -37.725  30.721  -0.223 -38.238  30.916  -0.215 -38.202  31.138   1.000   1.000
 -0.269 -37.725  30.721  -0.266 -37.773  31.364  -0.215 -38.202  31.138   1.000   1.000
 -0.737 -36.744  31.200  -0.463 -36.627  31.300  -0.615 -36.790  31.794   1.000   1.000
 -0.737 -36.744  31.200  -0.722 -37.241  31.351  -0.615 -36.790  31.794   1.000   1.000
 -0.722 -37.241  31.367  -0.694 -37.592  31.367  -0.930 -37.404  31.486   1.000   1.000
 -0.722 -37.241  31.367  -0.615 -36.790  31.794  -0.806 -37.382  31.747   1.000   1.000
 -0.694 -37.592  31.384  -0.266 -37.773  31.364  -0.577 -37.572  31.904   1.000   1.000
 -0.694 -37.592  31.384  -0.806 -37.382  31.747  -0.577 -37.572  31.904   1.000   1.000
 -0.694 -37.592  31.384  -0.806 -37.382  31.747  -0.930 -37.404  31.486   1.000   1.000
 -0.266 -37.773  31.381  -0.215 -38.202  31.138  -0.221 -37.793  31.889   1.000   1.000
 -0.266 -37.773  31.381  -0.577 -37.572  31.904  -0.221 -37.793  31.889   1.000   1.000
 -0.615 -36.790  31.811  -0.806 -37.382  31.747  -0.707 -36.806  32.403   1.000   1.000
 -0.806 -37.382  31.764  -0.577 -37.572  31.904  -1.005 -37.262  32.405   1.000   1.000
 -0.806 -37.382  31.764  -0.930 -37.404  31.486  -1.005 -37.262  32.405   1.000   1.000
 -0.577 -37.572  31.921  -0.221 -37.793  31.889  -0.295 -37.869  32.205   1.000   1.000
 -0.577 -37.572  31.921  -0.295 -37.869  32.205  -0.521 -37.551  32.329   1.000   1.000
 -0.577 -37.572  31.921  -0.521 -37.551  32.329  -1.005 -37.262  32.405   1.000   1.000
 -0.295 -37.869  32.223  -0.521 -37.551  32.329  -0.289 -37.594  32.796   1.000   1.000
 -0.521 -37.551  32.345  -0.707 -36.806  32.403  -0.442 -36.945  32.434   1.000   1.000
 -0.521 -37.551  32.345  -0.707 -36.806  32.403  -1.005 -37.262  32.405   1.000   1.000
 -0.521 -37.551  32.345  -0.442 -36.945  32.434  -0.289 -37.594  32.796   1.000   1.000
 -0.707 -36.806  32.420  -0.442 -36.945  32.434  -0.455 -36.918  32.881   1.000   1.000
 -0.707 -36.806  32.420  -0.455 -36.918  32.881  -0.815 -36.700  32.855   1.000   1.000
 -0.707 -36.806  32.420  -0.815 -36.700  32.855  -1.005 -37.262  32.405   1.000   1.000
