 -0.759 -37.191  35.132  -0.542 -37.390  35.087  -0.928 -37.440  35.704   1.000   1.000
 -0.542 -37.387  35.103  -0.928 -37.440  35.704  -0.309 -37.877  35.849   1.000   1.000
 -0.540 -37.041  35.727  -0.192 -37.019  35.824  -0.516 -36.801  36.159   1.000   1.000
 -0.540 -37.041  35.727  -0.516 -36.801  36.159  -1.007 -37.360  36.225   1.000   1.000
 -0.928 -37.437  35.720  -0.309 -37.877  35.849  -0.415 -37.722  36.222   1.000   1.000
 -0.928 -37.437  35.720  -1.007 -37.360  36.225  -0.415 -37.722  36.222   1.000   1.000
 -0.928 -37.437  35.720  -1.007 -37.360  36.225  -1.469 -36.795  36.199   1.000   1.000
 -0.309 -37.874  35.866  -0.415 -37.722  36.222  -0.360 -38.180  36.513   1.000   1.000
 -0.516 -36.799  36.175  -1.007 -37.360  36.225  -0.998 -36.698  36.516   1.000   1.000
 -0.516 -36.799  36.175  -0.998 -36.698  36.516  -0.656 -36.565  36.609   1.000   1.000
 -1.007 -37.357  36.242  -0.415 -37.722  36.222  -0.947 -37.483  36.837   1.000   1.000
 -1.007 -37.357  36.242  -0.998 -36.698  36.516  -0.981 -37.148  36.762   1.000   1.000
 -1.007 -37.357  36.242  -0.981 -37.148  36.762  -0.947 -37.483  36.837   1.000   1.000
 -1.007 -37.357  36.242  -1.469 -36.795  36.199  -1.242 -37.283  36.919   1.000   1.000
 -0.415 -37.720  36.239  -0.947 -37.483  36.837  -0.412 -37.657  36.865   1.000   1.000
 -0.415 -37.720  36.239  -0.360 -38.180  36.513  -0.349 -38.108  36.721   1.000   1.000
 -0.415 -37.720  36.239  -0.412 -37.657  36.865  -0.349 -38.108  36.721   1.000   1.000
 -0.998 -36.695  36.532  -0.656 -36.565  36.609  -0.848 -36.638  37.112   1.000   1.000
 -0.998 -36.695  36.532  -0.981 -37.148  36.762  -0.848 -36.638  37.112   1.000   1.000
 -0.981 -37.145  36.777  -0.947 -37.483  36.837  -1.242 -37.283  36.919   1.000   1.000
 -0.981 -37.145  36.777  -0.848 -36.638  37.112  -1.088 -37.217  37.166   1.000   1.000
 -0.947 -37.480  36.854  -0.412 -37.657  36.865  -0.801 -37.372  37.351   1.000   1.000
 -0.947 -37.480  36.854  -1.088 -37.217  37.166  -0.801 -37.372  37.351   1.000   1.000
 -0.947 -37.480  36.854  -1.088 -37.217  37.166  -1.242 -37.283  36.919   1.000   1.000
 -0.412 -37.654  36.882  -0.349 -38.108  36.721  -0.358 -37.586  37.374   1.000   1.000
 -0.412 -37.654  36.882  -0.801 -37.372  37.351  -0.358 -37.586  37.374   1.000   1.000
 -0.848 -36.636  37.128  -1.088 -37.217  37.166  -0.963 -36.551  37.700   1.000   1.000
 -1.088 -37.214  37.183  -0.801 -37.372  37.351  -1.336 -36.990  37.779   1.000   1.000
 -1.088 -37.214  37.183  -1.242 -37.283  36.919  -1.336 -36.990  37.779   1.000   1.000
 -0.801 -37.369  37.366  -0.358 -37.586  37.374  -0.450 -37.607  37.691   1.000   1.000
 -0.801 -37.369  37.366  -0.450 -37.607  37.691  -0.732 -37.279  37.756   1.000   1.000
 -0.801 -37.369  37.366  -0.732 -37.279  37.756  -1.336 -36.990  37.779   1.000   1.000
 -0.450 -37.604  37.708  -0.732 -37.279  37.756  -0.443 -37.242  38.213   1.000   1.000
 -0.732 -37.277  37.772  -0.963 -36.551  37.700  -0.632 -36.678  37.755   1.000   1.000
 -0.732 -37.277  37.772  -0.963 -36.551  37.700  -1.336 -36.990  37.779   1.000   1.000
 -0.732 -37.277  37.772  -0.632 -36.678  37.755  -0.443 -37.242  38.213   1.000   1.000
 -0.964 -36.548  37.717  -0.632 -36.678  37.755  -0.649 -36.577  38.179   1.000   1.000
