  2.656 -29.991  40.293   2.993 -29.978  40.799   2.887 -29.891  40.643   1.000   1.000
  3.306 -30.009  41.246   3.453 -30.135  41.788   3.460 -29.588  41.600   1.000   1.000
  3.306 -30.009  41.246   3.484 -29.647  41.345   3.460 -29.588  41.600   1.000   1.000
  3.453 -30.135  41.788   3.686 -30.269  42.356   3.460 -29.588  41.600   1.000   1.000
  4.674 -30.676  43.839   4.708 -30.731  44.548   5.329 -30.838  44.500   1.000   1.000
  4.708 -30.731  44.548   5.329 -30.838  44.500   4.852 -30.830  44.989   1.000   1.000
  5.329 -30.838  44.500   4.852 -30.830  44.989   5.527 -30.908  45.117   1.000   1.000
  4.852 -30.830  44.989   5.527 -30.908  45.117   4.793 -31.089  45.596   1.000   1.000
  5.527 -30.908  45.117   4.793 -31.089  45.596   5.488 -30.978  45.603   1.000   1.000
  4.793 -31.089  45.596   5.488 -30.978  45.603   5.383 -31.202  46.024   1.000   1.000
  4.793 -31.089  45.596   4.826 -31.255  46.000   5.383 -31.202  46.024   1.000   1.000
  5.488 -30.978  45.603   5.383 -31.202  46.024   5.986 -30.993  46.004   1.000   1.000
  7.073 -30.778  48.657   6.821 -30.960  48.344   6.535 -31.267  48.396   1.000   1.000
  7.073 -30.778  48.657   6.535 -31.267  48.396   6.599 -31.318  49.106   1.000   1.000
  7.073 -30.778  48.657   6.599 -31.318  49.106   7.175 -31.149  49.876   1.000   1.000
  4.826 -31.255  46.000   5.383 -31.202  46.024   5.322 -31.499  46.461   1.000   1.000
  5.368 -31.644  47.745   5.388 -31.640  48.319   5.128 -31.827  48.372   1.000   1.000
  5.368 -31.644  47.745   5.388 -31.640  48.319   6.476 -31.204  47.719   1.000   1.000
  5.368 -31.644  47.745   5.299 -31.568  47.082   6.335 -31.176  47.075   1.000   1.000
  5.368 -31.644  47.745   6.476 -31.204  47.719   6.335 -31.176  47.075   1.000   1.000
  5.388 -31.640  48.319   5.128 -31.827  48.372   5.474 -31.624  48.983   1.000   1.000
