 -0.814 -31.000  17.800  -0.597 -31.149  17.661  -0.981 -31.502  18.172   1.000   1.000
 -0.597 -31.155  17.677  -0.981 -31.502  18.172  -0.361 -31.952  18.077   1.000   1.000
 -0.592 -31.168  18.390  -0.244 -31.197  18.484  -0.566 -31.176  18.884   1.000   1.000
 -0.592 -31.168  18.390  -0.566 -31.176  18.884  -1.057 -31.694  18.664   1.000   1.000
 -0.981 -31.508  18.187  -0.361 -31.952  18.077  -0.465 -32.005  18.477   1.000   1.000
 -0.981 -31.508  18.187  -1.057 -31.694  18.664  -0.465 -32.005  18.477   1.000   1.000
 -0.981 -31.508  18.187  -1.057 -31.694  18.664  -1.518 -31.192  18.926   1.000   1.000
 -0.361 -31.958  18.093  -0.465 -32.005  18.477  -0.410 -32.547  18.500   1.000   1.000
 -0.566 -31.181  18.899  -1.057 -31.694  18.664  -1.046 -31.265  19.246   1.000   1.000
 -0.566 -31.181  18.899  -1.046 -31.265  19.246  -0.704 -31.196  19.393   1.000   1.000
 -1.057 -31.700  18.680  -0.465 -32.005  18.477  -0.995 -32.106  19.132   1.000   1.000
 -1.057 -31.700  18.680  -1.046 -31.265  19.246  -1.028 -31.778  19.234   1.000   1.000
 -1.057 -31.700  18.680  -1.028 -31.778  19.234  -0.995 -32.106  19.132   1.000   1.000
 -1.057 -31.700  18.680  -1.518 -31.192  18.926  -1.289 -31.974  19.304   1.000   1.000
 -0.465 -32.011  18.493  -0.995 -32.106  19.132  -0.460 -32.270  19.067   1.000   1.000
 -0.465 -32.011  18.493  -0.410 -32.547  18.500  -0.398 -32.588  18.716   1.000   1.000
 -0.465 -32.011  18.493  -0.460 -32.270  19.067  -0.398 -32.588  18.716   1.000   1.000
 -1.046 -31.271  19.262  -0.704 -31.196  19.393  -0.893 -31.512  19.792   1.000   1.000
 -1.046 -31.271  19.262  -1.028 -31.778  19.234  -0.893 -31.512  19.792   1.000   1.000
 -1.028 -31.783  19.249  -0.995 -32.106  19.132  -1.289 -31.974  19.304   1.000   1.000
 -1.028 -31.783  19.249  -0.893 -31.512  19.792  -1.133 -32.040  19.551   1.000   1.000
 -0.994 -32.112  19.148  -0.460 -32.270  19.067  -0.846 -32.266  19.632   1.000   1.000
 -0.994 -32.112  19.148  -1.133 -32.040  19.551  -0.846 -32.266  19.632   1.000   1.000
 -0.994 -32.112  19.148  -1.133 -32.040  19.551  -1.289 -31.974  19.304   1.000   1.000
 -0.460 -32.276  19.083  -0.398 -32.588  18.716  -0.403 -32.463  19.543   1.000   1.000
 -0.460 -32.276  19.083  -0.846 -32.266  19.632  -0.403 -32.463  19.543   1.000   1.000
 -0.893 -31.517  19.808  -1.133 -32.040  19.551  -1.006 -31.730  20.346   1.000   1.000
 -1.133 -32.046  19.567  -0.846 -32.266  19.632  -1.379 -32.150  20.196   1.000   1.000
