 -6.101 -20.497  31.434  -6.069 -20.595  32.012  -5.814 -20.723  32.176   1.000   1.000
 -5.734 -20.771  32.524  -5.535 -20.806  32.662  -5.549 -21.044  32.798   1.000   1.000
 -5.296 -21.021  33.131  -4.920 -20.961  33.310  -4.941 -21.041  33.622   1.000   1.000
 -4.674 -21.123  34.066  -4.506 -21.239  34.334  -4.527 -20.961  34.479   1.000   1.000
 -4.506 -21.239  34.334  -4.527 -20.961  34.479  -4.238 -21.311  34.783   1.000   1.000
 -4.527 -20.961  34.479  -4.238 -21.311  34.783  -4.106 -21.261  34.917   1.000   1.000
 -4.238 -21.311  34.783  -4.106 -21.261  34.917  -3.885 -21.462  35.312   1.000   1.000
 -3.215 -21.255  36.434  -3.333 -21.340  36.589  -2.964 -21.302  36.583   1.000   1.000
 -3.333 -21.340  36.589  -2.964 -21.302  36.583  -2.960 -21.507  36.769   1.000   1.000
 -3.333 -21.340  36.589  -2.960 -21.507  36.769  -3.257 -21.243  37.006   1.000   1.000
 -2.960 -21.507  36.769  -2.827 -21.829  36.943  -2.816 -21.544  37.313   1.000   1.000
 -2.960 -21.507  36.769  -2.816 -21.544  37.313  -3.076 -21.185  37.192   1.000   1.000
 -2.960 -21.507  36.769  -3.257 -21.243  37.006  -3.076 -21.185  37.192   1.000   1.000
 -2.827 -21.829  36.943  -2.816 -21.544  37.313  -2.760 -21.901  37.412   1.000   1.000
 -2.816 -21.544  37.313  -2.760 -21.901  37.412  -2.858 -21.446  37.736   1.000   1.000
 -2.816 -21.544  37.313  -2.858 -21.446  37.736  -3.076 -21.185  37.192   1.000   1.000
 -2.760 -21.901  37.412  -2.737 -21.894  37.854  -2.730 -22.263  37.934   1.000   1.000
 -2.760 -21.901  37.412  -2.737 -21.894  37.854  -2.858 -21.446  37.736   1.000   1.000
 -2.737 -21.894  37.854  -2.551 -21.649  37.819  -2.858 -21.446  37.736   1.000   1.000
 -2.737 -21.894  37.854  -2.551 -21.649  37.819  -2.774 -21.440  38.197   1.000   1.000
 -2.737 -21.894  37.854  -2.692 -21.819  38.298  -2.730 -22.263  37.934   1.000   1.000
 -2.737 -21.894  37.854  -2.692 -21.819  38.298  -2.774 -21.440  38.197   1.000   1.000
 -2.692 -21.819  38.298  -2.754 -22.325  38.338  -2.575 -22.162  38.421   1.000   1.000
 -2.692 -21.819  38.298  -2.754 -22.325  38.338  -2.730 -22.263  37.934   1.000   1.000
 -2.692 -21.819  38.298  -2.575 -22.162  38.421  -2.541 -21.762  38.719   1.000   1.000
 -2.692 -21.819  38.298  -2.541 -21.762  38.719  -2.774 -21.440  38.197   1.000   1.000
 -2.754 -22.325  38.338  -2.575 -22.162  38.421  -2.734 -22.703  39.089   1.000   1.000
 -2.575 -22.162  38.421  -2.331 -22.231  39.019  -2.541 -21.762  38.719   1.000   1.000
 -2.575 -22.162  38.421  -2.331 -22.231  39.019  -2.734 -22.703  39.089   1.000   1.000
 -2.331 -22.231  39.019  -2.614 -22.531  39.455  -2.328 -22.274  39.423   1.000   1.000
 -2.331 -22.231  39.019  -2.614 -22.531  39.455  -2.734 -22.703  39.089   1.000   1.000
 -2.331 -22.231  39.019  -2.104 -21.909  39.372  -2.328 -22.274  39.423   1.000   1.000
 -2.331 -22.231  39.019  -2.104 -21.909  39.372  -2.541 -21.762  38.719   1.000   1.000
 -2.614 -22.531  39.455  -2.328 -22.274  39.423  -2.304 -22.515  39.956   1.000   1.000
 -2.614 -22.531  39.455  -2.304 -22.515  39.956  -2.739 -22.829  40.066   1.000   1.000
 -2.614 -22.531  39.455  -2.739 -22.829  40.066  -2.751 -22.918  39.666   1.000   1.000
 -2.614 -22.531  39.455  -2.734 -22.703  39.089  -2.751 -22.918  39.666   1.000   1.000
 -2.104 -21.909  39.372  -2.328 -22.274  39.423  -2.304 -22.515  39.956   1.000   1.000
 -2.304 -22.515  39.956  -2.739 -22.829  40.066  -2.363 -22.825  40.553   1.000   1.000
 -2.304 -22.515  39.956  -2.030 -22.628  40.132  -1.981 -22.518  40.354   1.000   1.000
 -2.304 -22.515  39.956  -2.030 -22.628  40.132  -2.363 -22.825  40.553   1.000   1.000
 -2.739 -22.829  40.066  -2.658 -22.835  40.598  -2.363 -22.825  40.553   1.000   1.000
 -2.030 -22.628  40.132  -1.981 -22.518  40.354  -2.363 -22.825  40.553   1.000   1.000
 -1.981 -22.518  40.354  -2.363 -22.825  40.553  -2.350 -22.889  40.991   1.000   1.000
 -1.981 -22.518  40.354  -2.350 -22.889  40.991  -1.738 -22.969  41.168   1.000   1.000
 -2.658 -22.835  40.598  -2.363 -22.825  40.553  -2.350 -22.889  40.991   1.000   1.000
 -2.658 -22.835  40.598  -2.674 -22.869  41.024  -2.350 -22.889  40.991   1.000   1.000
 -2.658 -22.835  40.598  -2.674 -22.869  41.024  -2.510 -23.484  41.188   1.000   1.000
 -2.674 -22.869  41.024  -2.350 -22.889  40.991  -2.704 -22.892  41.504   1.000   1.000
 -2.674 -22.869  41.024  -2.704 -22.892  41.504  -2.510 -23.484  41.188   1.000   1.000
 -2.350 -22.889  40.991  -1.738 -22.969  41.168  -2.107 -22.980  41.549   1.000   1.000
 -2.350 -22.889  40.991  -2.107 -22.980  41.549  -2.471 -23.037  41.577   1.000   1.000
 -2.350 -22.889  40.991  -2.704 -22.892  41.504  -2.471 -23.037  41.577   1.000   1.000
 -1.738 -22.969  41.168  -2.107 -22.980  41.549  -1.940 -23.138  41.663   1.000   1.000
 -1.738 -22.969  41.168  -1.516 -22.908  41.559  -1.940 -23.138  41.663   1.000   1.000
 -2.107 -22.980  41.549  -2.471 -23.037  41.577  -2.290 -23.129  42.122   1.000   1.000
 -2.107 -22.980  41.549  -1.940 -23.138  41.663  -2.290 -23.129  42.122   1.000   1.000
 -2.704 -22.892  41.504  -2.471 -23.037  41.577  -2.760 -23.165  41.759   1.000   1.000
 -2.704 -22.892  41.504  -2.760 -23.165  41.759  -2.510 -23.484  41.188   1.000   1.000
 -2.471 -23.037  41.577  -2.760 -23.165  41.759  -2.290 -23.129  42.122   1.000   1.000
 -1.516 -22.908  41.559  -1.940 -23.138  41.663  -1.495 -22.918  41.986   1.000   1.000
 -2.760 -23.165  41.759  -2.806 -23.071  42.020  -2.290 -23.129  42.122   1.000   1.000
 -2.760 -23.165  41.759  -2.806 -23.071  42.020  -2.782 -23.756  42.326   1.000   1.000
 -2.760 -23.165  41.759  -2.782 -23.756  42.326  -2.572 -23.871  41.440   1.000   1.000
 -2.760 -23.165  41.759  -2.510 -23.484  41.188  -2.572 -23.871  41.440   1.000   1.000
 -1.940 -23.138  41.663  -1.495 -22.918  41.986  -1.752 -23.036  42.079   1.000   1.000
 -1.940 -23.138  41.663  -1.752 -23.036  42.079  -2.290 -23.129  42.122   1.000   1.000
 -2.806 -23.071  42.020  -2.290 -23.129  42.122  -2.843 -23.094  42.482   1.000   1.000
 -2.806 -23.071  42.020  -2.843 -23.094  42.482  -2.782 -23.756  42.326   1.000   1.000
 -1.495 -22.918  41.986  -1.752 -23.036  42.079  -1.396 -23.165  42.173   1.000   1.000
 -1.752 -23.036  42.079  -2.290 -23.129  42.122  -1.803 -23.059  42.605   1.000   1.000
 -1.752 -23.036  42.079  -1.396 -23.165  42.173  -1.803 -23.059  42.605   1.000   1.000
 -2.290 -23.129  42.122  -2.843 -23.094  42.482  -2.345 -23.144  42.617   1.000   1.000
 -2.290 -23.129  42.122  -2.345 -23.144  42.617  -1.803 -23.059  42.605   1.000   1.000
 -1.396 -23.165  42.173  -1.803 -23.059  42.605  -1.468 -23.291  42.667   1.000   1.000
 -2.843 -23.094  42.482  -2.345 -23.144  42.617  -2.779 -23.214  43.142   1.000   1.000
 -2.843 -23.094  42.482  -2.849 -23.594  42.797  -2.782 -23.756  42.326   1.000   1.000
 -2.843 -23.094  42.482  -2.849 -23.594  42.797  -3.016 -23.498  43.154   1.000   1.000
 -2.843 -23.094  42.482  -2.779 -23.214  43.142  -3.016 -23.498  43.154   1.000   1.000
 -2.345 -23.144  42.617  -1.803 -23.059  42.605  -2.316 -23.111  43.099   1.000   1.000
 -2.345 -23.144  42.617  -2.316 -23.111  43.099  -2.779 -23.214  43.142   1.000   1.000
 -1.803 -23.059  42.605  -1.468 -23.291  42.667  -1.786 -23.064  43.104   1.000   1.000
 -1.803 -23.059  42.605  -2.316 -23.111  43.099  -1.786 -23.064  43.104   1.000   1.000
 -1.468 -23.291  42.667  -1.421 -23.622  42.814  -1.441 -23.514  43.239   1.000   1.000
 -1.468 -23.291  42.667  -1.786 -23.064  43.104  -1.441 -23.514  43.239   1.000   1.000
 -2.849 -23.594  42.797  -3.016 -23.498  43.154  -3.028 -23.901  43.322   1.000   1.000
 -2.316 -23.111  43.099  -1.786 -23.064  43.104  -1.764 -23.076  43.464   1.000   1.000
 -2.316 -23.111  43.099  -2.779 -23.214  43.142  -2.440 -23.361  43.217   1.000   1.000
 -2.316 -23.111  43.099  -2.440 -23.361  43.217  -2.305 -23.194  43.672   1.000   1.000
 -2.316 -23.111  43.099  -1.764 -23.076  43.464  -2.305 -23.194  43.672   1.000   1.000
 -1.786 -23.064  43.104  -1.441 -23.514  43.239  -1.764 -23.076  43.464   1.000   1.000
 -2.779 -23.214  43.142  -2.440 -23.361  43.217  -2.889 -23.286  43.659   1.000   1.000
 -2.779 -23.214  43.142  -3.016 -23.498  43.154  -2.889 -23.286  43.659   1.000   1.000
 -2.440 -23.361  43.217  -2.889 -23.286  43.659  -2.305 -23.194  43.672   1.000   1.000
 -3.016 -23.498  43.154  -3.028 -23.901  43.322  -3.390 -23.561  43.831   1.000   1.000
 -3.016 -23.498  43.154  -2.889 -23.286  43.659  -3.390 -23.561  43.831   1.000   1.000
 -3.028 -23.901  43.322  -3.390 -23.561  43.831  -3.033 -23.840  43.736   1.000   1.000
 -3.028 -23.901  43.322  -3.033 -23.840  43.736  -2.937 -24.395  43.817   1.000   1.000
 -3.028 -23.901  43.322  -2.937 -24.395  43.817  -2.927 -24.508  43.575   1.000   1.000
 -1.441 -23.514  43.239  -1.764 -23.076  43.464  -1.455 -23.349  43.694   1.000   1.000
 -1.441 -23.514  43.239  -1.455 -23.349  43.694  -1.445 -23.632  43.740   1.000   1.000
 -1.764 -23.076  43.464  -2.305 -23.194  43.672  -1.637 -23.307  43.739   1.000   1.000
 -1.764 -23.076  43.464  -1.637 -23.307  43.739  -1.455 -23.349  43.694   1.000   1.000
 -2.889 -23.286  43.659  -2.305 -23.194  43.672  -2.780 -23.165  44.159   1.000   1.000
 -2.889 -23.286  43.659  -3.390 -23.561  43.831  -3.120 -23.395  44.247   1.000   1.000
 -2.889 -23.286  43.659  -2.780 -23.165  44.159  -3.120 -23.395  44.247   1.000   1.000
 -2.305 -23.194  43.672  -1.637 -23.307  43.739  -1.753 -23.278  44.207   1.000   1.000
 -2.305 -23.194  43.672  -2.326 -23.210  44.153  -2.780 -23.165  44.159   1.000   1.000
 -2.305 -23.194  43.672  -2.326 -23.210  44.153  -1.753 -23.278  44.207   1.000   1.000
 -1.637 -23.307  43.739  -1.455 -23.349  43.694  -1.431 -23.330  44.148   1.000   1.000
 -1.637 -23.307  43.739  -1.431 -23.330  44.148  -1.753 -23.278  44.207   1.000   1.000
 -1.455 -23.349  43.694  -1.445 -23.632  43.740  -1.431 -23.330  44.148   1.000   1.000
 -1.445 -23.632  43.740  -1.431 -23.330  44.148  -1.369 -23.823  44.283   1.000   1.000
