 16.003  23.760   0.457  16.124  23.686   0.575  16.342  23.778   0.320   1.000   1.000
 15.967  23.107   1.036  15.831  23.127   1.107  15.836  23.195   1.318   1.000   1.000
 15.967  23.107   1.036  16.327  23.255   1.275  15.836  23.195   1.318   1.000   1.000
 16.559  23.601   1.273  16.327  23.255   1.275  16.259  23.514   1.756   1.000   1.000
 16.559  23.601   1.273  16.618  23.455   1.341  16.670  23.669   1.594   1.000   1.000
 16.559  23.601   1.273  16.670  23.669   1.594  16.259  23.514   1.756   1.000   1.000
 16.327  23.255   1.275  15.836  23.195   1.318  16.216  22.971   1.529   1.000   1.000
 16.327  23.255   1.275  16.259  23.514   1.756  16.216  22.971   1.529   1.000   1.000
 15.836  23.195   1.318  16.216  22.971   1.529  16.023  22.613   2.130   1.000   1.000
 16.618  23.455   1.341  16.670  23.669   1.594  16.828  23.355   1.792   1.000   1.000
 16.670  23.669   1.594  16.259  23.514   1.756  16.730  23.503   2.189   1.000   1.000
 16.670  23.669   1.594  16.828  23.355   1.792  16.864  23.732   1.938   1.000   1.000
 16.259  23.514   1.756  16.216  22.971   1.529  16.344  22.913   1.836   1.000   1.000
 16.259  23.514   1.756  16.344  22.913   1.836  16.381  23.107   2.180   1.000   1.000
 16.259  23.514   1.756  16.381  23.107   2.180  16.730  23.503   2.189   1.000   1.000
 16.216  22.971   1.529  16.344  22.913   1.836  16.023  22.613   2.130   1.000   1.000
 16.828  23.355   1.792  16.344  22.913   1.836  17.136  23.096   2.260   1.000   1.000
 16.828  23.355   1.792  16.864  23.732   1.938  16.730  23.503   2.189   1.000   1.000
 16.344  22.913   1.836  16.381  23.107   2.180  16.023  22.613   2.130   1.000   1.000
 16.344  22.913   1.836  17.136  23.096   2.260  16.604  22.060   2.305   1.000   1.000
 16.864  23.732   1.938  16.730  23.503   2.189  17.053  23.540   2.754   1.000   1.000
 16.864  23.732   1.938  17.136  23.096   2.260  17.053  23.540   2.754   1.000   1.000
 16.381  23.107   2.180  16.730  23.503   2.189  16.729  22.932   2.392   1.000   1.000
 16.381  23.107   2.180  16.729  22.932   2.392  16.549  22.556   2.405   1.000   1.000
 16.381  23.107   2.180  16.549  22.556   2.405  16.023  22.613   2.130   1.000   1.000
 16.730  23.503   2.189  16.729  22.932   2.392  17.053  23.540   2.754   1.000   1.000
 16.729  22.932   2.392  16.549  22.556   2.405  16.938  22.942   2.816   1.000   1.000
 16.729  22.932   2.392  17.053  23.540   2.754  16.938  22.942   2.816   1.000   1.000
 17.136  23.096   2.260  17.053  23.540   2.754  17.408  23.460   2.801   1.000   1.000
 17.136  23.096   2.260  16.604  22.060   2.305  17.314  22.436   2.624   1.000   1.000
 17.136  23.096   2.260  17.408  23.460   2.801  17.310  22.513   2.676   1.000   1.000
 17.136  23.096   2.260  17.314  22.436   2.624  17.310  22.513   2.676   1.000   1.000
 16.549  22.556   2.405  16.506  22.037   2.195  16.604  22.060   2.305   1.000   1.000
 16.549  22.556   2.405  16.506  22.037   2.195  16.023  22.613   2.130   1.000   1.000
 16.549  22.556   2.405  16.604  22.060   2.305  16.609  22.270   2.731   1.000   1.000
 16.549  22.556   2.405  16.938  22.942   2.816  16.629  22.354   3.074   1.000   1.000
 16.549  22.556   2.405  16.609  22.270   2.731  16.629  22.354   3.074   1.000   1.000
 17.053  23.540   2.754  16.938  22.942   2.816  17.170  23.381   3.093   1.000   1.000
 17.053  23.540   2.754  17.408  23.460   2.801  17.170  23.381   3.093   1.000   1.000
 16.604  22.060   2.305  16.609  22.270   2.731  16.793  22.137   2.665   1.000   1.000
 16.604  22.060   2.305  16.793  22.137   2.665  17.314  22.436   2.624   1.000   1.000
 16.938  22.942   2.816  17.170  23.381   3.093  17.001  22.770   3.002   1.000   1.000
 16.938  22.942   2.816  17.001  22.770   3.002  16.629  22.354   3.074   1.000   1.000
 17.408  23.460   2.801  17.310  22.513   2.676  17.483  22.423   3.134   1.000   1.000
 17.408  23.460   2.801  17.170  23.381   3.093  17.569  23.715   3.116   1.000   1.000
 17.408  23.460   2.801  17.569  23.715   3.116  17.940  23.338   3.614   1.000   1.000
 17.408  23.460   2.801  17.483  22.423   3.134  17.514  22.612   3.421   1.000   1.000
 17.408  23.460   2.801  17.514  22.612   3.421  17.940  23.338   3.614   1.000   1.000
 16.609  22.270   2.731  16.793  22.137   2.665  16.906  22.229   3.045   1.000   1.000
 16.609  22.270   2.731  16.629  22.354   3.074  16.906  22.229   3.045   1.000   1.000
 16.793  22.137   2.665  17.314  22.436   2.624  16.906  22.229   3.045   1.000   1.000
 17.314  22.436   2.624  17.310  22.513   2.676  17.483  22.423   3.134   1.000   1.000
 17.314  22.436   2.624  16.906  22.229   3.045  17.483  22.423   3.134   1.000   1.000
 17.170  23.381   3.093  17.001  22.770   3.002  17.093  22.844   3.376   1.000   1.000
 17.170  23.381   3.093  17.569  23.715   3.116  17.565  23.901   3.612   1.000   1.000
 17.170  23.381   3.093  17.093  22.844   3.376  17.349  23.262   3.804   1.000   1.000
 17.170  23.381   3.093  17.565  23.901   3.612  17.349  23.262   3.804   1.000   1.000
 17.001  22.770   3.002  16.629  22.354   3.074  17.093  22.844   3.376   1.000   1.000
 16.629  22.354   3.074  16.906  22.229   3.045  17.053  22.377   3.604   1.000   1.000
 16.629  22.354   3.074  17.093  22.844   3.376  17.053  22.377   3.604   1.000   1.000
 17.569  23.715   3.116  17.565  23.901   3.612  18.005  23.847   3.663   1.000   1.000
 17.569  23.715   3.116  17.940  23.338   3.614  18.005  23.847   3.663   1.000   1.000
